Field	Key	Data-element	Data-type	Length	Decimals	Domain	Check-table	Include-table
MERKNR		QMERKNRP	NUMC	000004	000000	QMERKNRP		
VERWMERKM		QMERKNR	CHAR	000008	000000	QMERKNR	*	
KURZTEXT		KURZTEXT	CHAR	000040	000000	TEXT40		
MSEH6		MSEH6	CHAR	000006	000000	MSEH6		
TOLERANZUN		CHAR23	CHAR	000023	000000	CHAR23		
TOLERANZOB		CHAR23	CHAR	000023	000000	CHAR23		
PLAUSIUNTE		CHAR23	CHAR	000023	000000	CHAR23		
PLAUSIOBEN		CHAR23	CHAR	000023	000000	CHAR23		
